Name                         Score      Rank   T.Score    T.Rank
regis                        7.727      1630       125      1528
0gre                         7.714      1632       210      1228
40fy                         7.714      1632        75      1777
beebee                       7.714      1632        75      1777
cotetsu                      7.714      1632        80      1752
duskembrace                  7.714      1632       165      1376
framirez                     7.714      1632       110      1605
gclaugus                     7.714      1632       100      1652
jerry                        7.714      1632       140      1459
jink69                       7.714      1632       150      1430
kiwi3s                       7.714      1632       130      1504
kraisor                      7.714      1632       155      1410
nonceun                      7.714      1632       120      1553
taheo                        7.714      1632       130      1504
verdantvulture               7.714      1632       135      1487
rickard9                     7.700      1646       120      1553
aaagame                      7.637      1647       105      1631
airore27                     7.637      1647       135      1487
alkexr                       7.637      1647       115      1581
fgl                          7.637      1647       150      1430
flaw                         7.637      1647       155      1410
hunfridmar                   7.637      1647       288      1047
iamlegend20                  7.637      1647       170      1364
jakanory                     7.637      1647       120      1553
jake111299                   7.637      1647       218      1209
jmsaunde                     7.637      1647       155      1410
justin123                    7.637      1647       194      1288
mahadev                      7.637      1647       150      1430
marrow1231                   7.637      1647       144      1455
murtidash                    7.637      1647       228      1184
orbekk                       7.637      1647       203      1257
quacklin                     7.637      1647       135      1487
stelteck                     7.637      1647       175      1348
taboonoise                   7.637      1647        75      1777
tsuxds                       7.637      1647       130      1504
tulse                        7.637      1647       199      1271
ultragoat                    7.637      1647       218      1209
yaldabaoth                   7.637      1647       150      1430
beogh                        7.618      1669        80      1752
dasrunzen                    7.612      1670       140      1459
ebenso                       7.612      1670       100      1652
izobar                       7.568      1672        40      2068
macka                        7.547      1673        50      1972
cellescent                   7.444      1674        60      1888
redphilosophy                7.439      1675       130      1504
drlequack                    7.436      1676       105      1631
jirkfacejones                7.436      1676       120      1553
serfuzz                      7.436      1676       125      1528
fly                          7.394      1679       125      1528
subgenius                    7.394      1679        95      1678
arglypuff                    7.292      1681        65      1846
arlegoon                     7.292      1681        70      1817
foreignflight                7.292      1681        75      1777
frizerable                   7.292      1681        15      2390
little246                    7.292      1681        10      2467
meatpudding                  7.292      1681        75      1777
oldnewb                      7.292      1681        90      1696
opoek                        7.292      1681        85      1728
phippsdavid12                7.292      1681        85      1728
pwrfulfish                   7.292      1681       100      1652
rocka                        7.292      1681        90      1696
shneid                       7.292      1681        45      2015
sludgepup                    7.292      1681        35      2133
tamerofbeasts                7.292      1681        70      1817
wingeater17                  7.292      1681        80      1752
dupencja                     7.159      1696        50      1972
coolguy96                    7.131      1697        90      1696
enesbit                      7.131      1697        70      1817
jujuben                      7.131      1697       145      1441
ryryur                       7.131      1697        70      1817
vaevictus                    7.131      1697        70      1817
optimuscrask                 6.894      1702        65      1846
beaver                       6.865      1703       125      1528
scone                        6.865      1703        90      1696
lino                         6.813      1705        60      1888
uoro                         6.813      1705        90      1696
wineyard                     6.790      1707       110      1605
shimmeringsnowflakes         6.750      1708        75      1777
huntermk1337                 6.589      1709       100      1652
2bobheros                    6.508      1710        45      2015
liquoricelizzard             6.486      1711        65      1846
smskdm                       6.406      1712       160      1396
dimondsprtn                  6.404      1713        65      1846
hofbold                      6.404      1713        75      1777
hookshot                     6.404      1713        60      1888
keifkeif                     6.404      1713        75      1777
krapule                      6.404      1713        25      2256
certifiedbob                 6.387      1718        45      2015
fangtr18                     6.349      1719       145      1441
pemander                     6.349      1719       140      1459
mamaduck13                   6.305      1721       115      1581
livsi                        6.302      1722        90      1696
amavritansky                 6.273      1723       105      1631
arial99                      6.273      1723       100      1652
berder                       6.273      1723       159      1407
dacendoran                   6.273      1723       104      1651
duralumin                    6.273      1723        90      1696
edp                          6.273      1723       110      1605
eibbor82                     6.273      1723        99      1677
haltingproblem               6.273      1723       213      1226
kantspehl                    6.273      1723        55      1934
karyn                        6.273      1723       198      1274
nekorex                      6.273      1723       163      1395
particleface                 6.273      1723       183      1324
pitysex                      6.273      1723       208      1242
psyclone                     6.273      1723       170      1364
redmage                      6.273      1723       183      1324
rrossfarrar                  6.273      1723       174      1361
seren                        6.273      1723       158      1409
slippy                       6.273      1723       110      1605
smallwizard                  6.273      1723       130      1504
theancientone                6.273      1723       223      1199
thetao                       6.273      1723       115      1581
wilfster70                   6.273      1723       184      1322
xeno23                       6.273      1723       218      1209
yaymichael                   6.273      1723        75      1777
zerocool                     6.273      1723        85      1728
amon001                      6.248      1748       140      1459
kalmarka777                  6.245      1749       155      1410
shamblingpile                6.245      1749       100      1652
sleepydude                   6.245      1749        75      1777
kkerber2                     6.234      1752        65      1846
newtant                      6.234      1752        90      1696
stomo                        6.234      1752       125      1528
allaloneinspace              6.169      1755       140      1459
pepps                        6.169      1755        90      1696
bouchacha1                   6.101      1757       115      1581
lllmatko                     6.101      1757        75      1777
thatotherguy                 6.078      1759        45      2015
inkary                       6.073      1760       160      1396
musenmai                     6.073      1760        90      1696
ssqben                       6.073      1760        70      1817
stupac                       6.073      1760        70      1817
humperndinck                 5.996      1764       130      1504
krfreak                      5.996      1764        55      1934
zilverxoul                   5.996      1764        40      2068
avzinelkein                  5.977      1767        55      1934
filthincarnate               5.977      1767        45      2015
chodeyfoster                 5.971      1769        85      1728
crawlian                     5.971      1769        90      1696
jeremor                      5.971      1769       140      1459
jericho89                    5.971      1769        65      1846
notatowel                    5.971      1769        65      1846
setanta                      5.971      1769       120      1553
spinelegand                  5.971      1769        95      1678
bryan                        5.940      1776        70      1817
chizzley                     5.940      1776       100      1652
corvin                       5.940      1776        75      1777
eatatree                     5.940      1776       115      1581
espais                       5.940      1776        95      1678
gobogen                      5.940      1776       165      1376
graki42                      5.940      1776        85      1728
hortensia                    5.940      1776       135      1487
megasoid                     5.940      1776       140      1459
sokol815                     5.940      1776       120      1553
syadasti                     5.940      1776        75      1777
tmix                         5.940      1776        80      1752
iwillforgetthis              5.929      1788        35      2133
antender                     5.927      1789         5      2599
bluebie                      5.927      1789        50      1972
bubs                         5.927      1789        40      2068
coffeespoons                 5.927      1789         5      2599
digshake                     5.927      1789        30      2186
furrypotato                  5.927      1789        40      2068
marriedatthemol              5.927      1789        30      2186
mysteryquy                   5.927      1789        10      2467
necromist                    5.927      1789        25      2256
orangepants                  5.927      1789        40      2068
soulhunter                   5.927      1789         5      2599
stupendous                   5.927      1789        30      2186
walkerfire                   5.927      1789        15      2390
leprechaunx                  5.926      1802       105      1631
robohuj                      5.926      1802        45      2015
macho981                     5.894      1804       105      1631
bigblufrog                   5.665      1805        70      1817
carl                         5.665      1805        45      2015
cheops                       5.428      1807        70      1817
fortknight                   5.428      1807       105      1631
haldorno                     5.428      1807       115      1581
mo0cat                       5.428      1807        90      1696
shred                        5.428      1807        60      1888
contendunt                   5.385      1812        80      1752
sumakker                     5.385      1812        15      2390
hedron                       5.321      1814        85      1728
egoed                        5.122      1815        10      2467
deskach                      5.039      1816        50      1972
falsifian                    5.039      1816        60      1888
flyingsquare                 5.039      1816        45      2015
taeram                       5.039      1816        45      2015
jacaranda                    4.780      1820        90      1696
dycle                        4.708      1821        80      1752
kalirush                     4.708      1821       120      1553
magenar                      4.708      1821        60      1888
priebus                      4.708      1821        80      1752
simples                      4.708      1821        70      1817
anything                     4.632      1826       119      1579
bountyhuntersax              4.632      1826       120      1553
crawlalarm                   4.632      1826        75      1777
dungeonprince                4.632      1826       100      1652
errantdog                    4.632      1826        95      1678
scottishvillain              4.632      1826       100      1652
thespecies                   4.632      1826       178      1347
trubado                      4.632      1826       144      1455
zxcv                         4.632      1826        40      2068
anoose                       4.613      1835        25      2256
combostealer                 4.613      1835        40      2068
domsik                       4.613      1835        10      2467
hailtravler                  4.613      1835         0      2763
plsesad                      4.607      1839       140      1459
rohain                       4.607      1839        80      1752
tad                          4.607      1839       105      1631
boetheseconed                4.606      1842        30      2186
smeego                       4.606      1842        35      2133
cageyblood                   4.604      1844        90      1696
kwrk                         4.604      1844       125      1528
theed                        4.604      1844        90      1696
180115                       4.575      1847        50      1972
aradiel                      4.575      1847        80      1752
celebreth                    4.575      1847        65      1846
cypherzel                    4.575      1847        60      1888
dmg11                        4.575      1847        85      1728
emsyzz                       4.575      1847       105      1631
farmer12                     4.575      1847        75      1777
hurricos                     4.575      1847        65      1846
laserion                     4.575      1847        65      1846
lex                          4.575      1847        80      1752
loriander                    4.575      1847        70      1817
lunaticblaze                 4.575      1847       100      1652
mad                          4.575      1847       130      1504
mjfarrell99                  4.575      1847       115      1581
squeewockle                  4.575      1847        70      1817
tobeofuse                    4.575      1847       140      1459
paulus                       4.564      1863        60      1888
goblinfucker                 4.561      1864        40      2068
kiwamiahh                    4.528      1865        40      2068
laceratedsky                 4.474      1866       110      1605
homeworkjunkie               4.473      1867        65      1846
kidakaka                     4.473      1867        40      2068
btp524                       4.471      1869        50      1972
jongho1212                   4.471      1869       115      1581
mhtbhm                       4.471      1869        45      2015
bobcharka                    4.460      1872        30      2186
deere                        4.460      1872        70      1817
dollin4                      4.460      1872        85      1728
ferinkoo                     4.460      1872        55      1934
gaidara1                     4.460      1872        45      2015
gestalt                      4.460      1872        45      2015
heartnet                     4.460      1872        20      2318
henryci                      4.460      1872        20      2318
krosko                       4.460      1872        65      1846
lowlevel                     4.460      1872        45      2015
morik                        4.460      1872        55      1934
pod                          4.460      1872        25      2256
ripple                       4.460      1872        45      2015
schets                       4.460      1872        35      2133
skimidon                     4.460      1872        60      1888
zick                         4.460      1872        90      1696
shy1                         4.301      1888        55      1934
aquasloth                    4.299      1889        55      1934
kasaz                        4.299      1889       110      1605
mungchungdo                  4.299      1889        65      1846
oshuma                       4.299      1889        75      1777
sbamiri                      4.299      1889       135      1487
tinttamiau                   4.299      1889        50      1972
valhallen                    4.299      1889       100      1652
andthrax                     4.196      1896        50      1972
ash44                        4.196      1896        60      1888
autisticcocksucker           4.196      1896        10      2467
bonusname                    4.196      1896        75      1777
byron                        4.196      1896        75      1777
catdaddy1617                 4.196      1896        40      2068
chakani                      4.196      1896        60      1888
dragonmaster1818             4.196      1896        60      1888
exaltech                     4.196      1896        60      1888
gulcasa                      4.196      1896        40      2068
hubris850                    4.196      1896       100      1652
jayred                       4.196      1896        10      2467
kublaii                      4.196      1896        60      1888
mattshark                    4.196      1896        25      2256
morko                        4.196      1896        35      2133
mrjones                      4.196      1896        55      1934
polikol                      4.196      1896       105      1631
pool99                       4.196      1896        80      1752
sharkov                      4.196      1896        35      2133
skydiva                      4.196      1896        90      1696
sugabear                     4.196      1896        40      2068
turnburgler                  4.196      1896        50      1972
ageofchaos                   3.654      1918         5      2599
mantisjm                     3.654      1918       115      1581
redx73                       3.654      1918       100      1652
schorsch312                  3.654      1918        20      2318
splitarrow                   3.654      1918       125      1528
ajbrad                       3.472      1923        85      1728
suboptimal                   3.243      1924        45      2015
vermifax                     3.243      1924        55      1934
chance672                    3.239      1926        55      1934
fanggot                      3.239      1926        95      1678
spathi                       3.239      1926        45      2015
axillian                     3.166      1929        35      2133
apostate                     3.139      1930        80      1752
aspa                         3.139      1930        95      1678
badman                       3.139      1930        45      2015
bearx12000                   3.139      1930       100      1652
bubler                       3.139      1930        50      1972
bunnehwyld                   3.139      1930        90      1696
chaemirix                    3.139      1930        95      1678
damnieldog                   3.139      1930        55      1934
deadscale                    3.139      1930        70      1817
dengdeng                     3.139      1930       120      1553
destino                      3.139      1930        60      1888
diablo2                      3.139      1930        65      1846
elsvaer                      3.139      1930        50      1972
episkeydeux                  3.139      1930        90      1696
freekh                       3.139      1930        55      1934
gaffle                       3.139      1930        70      1817
hammerpanzer                 3.139      1930        55      1934
levodopa                     3.139      1930        65      1846
lumpensolker                 3.139      1930       120      1553
misspelled                   3.139      1930        35      2133
muffinsoup                   3.139      1930        60      1888
neuromancer                  3.139      1930        75      1777
pstr                         3.139      1930       115      1581
pulso                        3.139      1930        60      1888
sprouick                     3.139      1930        65      1846
stinju                       3.139      1930       105      1631
strictlyclitly               3.139      1930        30      2186
subsebi                      3.139      1930       105      1631
theotherone                  3.139      1930        80      1752
unseenchild                  3.139      1930        75      1777
uvhash                       3.139      1930        90      1696
whitewater                   3.139      1930        85      1728
willow                       3.139      1930       120      1553
yackwabbit                   3.139      1930        65      1846
ziegl0r                      3.139      1930       105      1631
zippyhats                    3.139      1930        60      1888
drugrobin                    3.110      1966        75      1777
libelnon                     3.110      1966       105      1631
attackplan                   3.096      1968        15      2390
blurbie                      3.096      1968        10      2467
crazykiwi                    3.096      1968        40      2068
elektrycznegitary            3.096      1968         5      2599
ivernyr                      3.096      1968        30      2186
jorgrun                      3.096      1968        25      2256
kjara                        3.096      1968        10      2467
leeleesuper                  3.096      1968        50      1972
mdk                          3.096      1968        30      2186
morokiane                    3.096      1968        10      2467
mrks                         3.096      1968        60      1888
phobosad                     3.096      1968        35      2133
sauken                       3.096      1968        20      2318
shibe                        3.096      1968        45      2015
wipebeef                     3.096      1968        30      2186
xjiamuguoo3                  3.096      1968        45      2015
zxcvasdf                     3.096      1968        10      2467
flubber                      3.062      1985        40      2068
anyone                       3.006      1986        50      1972
arcanefinesse                3.006      1986       100      1652
britney                      3.006      1986        80      1752
thorgoll                     3.006      1986        55      1934
xoai                         3.006      1986        45      2015
dano5757                     2.934      1991       110      1605
drywall                      2.934      1991        30      2186
gedrah                       2.934      1991        70      1817
jimbles                      2.934      1991        40      2068
karma                        2.934      1991        40      2068
lydgate                      2.934      1991        35      2133
murphy                       2.934      1991        90      1696
nico3ck                      2.934      1991        75      1777
poi2000                      2.934      1991        50      1972
prozitrollzi                 2.934      1991        60      1888
romanempire2021              2.934      1991        85      1728
squidcat                     2.934      1991        85      1728
stakor                       2.934      1991        40      2068
tegga21                      2.934      1991        40      2068
totodurand                   2.934      1991        70      1817
dmkraken                     2.833      2006        55      1934
ephemeralwolf                2.833      2006        65      1846
face                         2.833      2006        50      1972
queenofzan                   2.833      2006        60      1888
qwip                         2.833      2006        55      1934
ashaera                      2.832      2011        65      1846
citrusfloral                 2.832      2011        10      2467
conn321                      2.832      2011        40      2068
darkhand                     2.832      2011        10      2467
derath95                     2.832      2011        30      2186
elijahlrc                    2.832      2011        30      2186
emfmfjdxkr                   2.832      2011        10      2467
eruonna                      2.832      2011        65      1846
greyfruit                    2.832      2011        25      2256
grimoiregrey                 2.832      2011        40      2068
jacobshealy                  2.832      2011        30      2186
lethargon                    2.832      2011        10      2467
lilpest                      2.832      2011        50      1972
magicmanict                  2.832      2011        55      1934
rkoelner                     2.832      2011        70      1817
senormeltyface               2.832      2011        25      2256
teukkam                      2.832      2011        30      2186
bitcoinbastard               2.830      2028        55      1934
deemon0404                   2.830      2028        80      1752
fenrisulfr                   2.830      2028        55      1934
johnl023                     2.830      2028        35      2133
metajoker                    2.830      2028        60      1888
necromuncher                 2.830      2028       125      1528
om                           2.830      2028        60      1888
quickcheddar                 2.830      2028        40      2068
trogog                       2.830      2028        40      2068
chelsea                      2.290      2037        10      2467
dsirus5                      2.290      2037        70      1817
earthhousehold               2.290      2037        15      2390
einstein                     2.290      2037        35      2133
fessempty1                   2.290      2037        10      2467
flapstick                    2.290      2037        15      2390
hollowman                    2.290      2037         5      2599
kuzya                        2.290      2037        20      2318
ojifijod                     2.290      2037        25      2256
quadrophene                  2.290      2037        10      2467
thomus                       2.290      2037        50      1972
ungratefuldead               2.290      2037        10      2467
wardley                      2.290      2037        50      1972
zabdacowpanda                2.290      2037        50      1972
2live                        1.774      2051        30      2186
andry07                      1.774      2051        65      1846
dafubar                      1.774      2051        35      2133
emerc                        1.774      2051        55      1934
firemummy                    1.774      2051        60      1888
goneshopping                 1.774      2051        55      1934
littlejohnii                 1.774      2051        45      2015
patate                       1.774      2051        70      1817
qwerty13                     1.774      2051        65      1846
sky                          1.774      2051        55      1934
benbrode                     1.698      2061        50      1972
amyqute1                     1.641      2062        40      2068
hotghoul                     1.641      2062        65      1846
sasquatchmo                  1.641      2062        50      1972
spheroid                     1.641      2062        45      2015
edazl                        1.469      2066        45      2015
kristoblxynda                1.469      2066        40      2068
rollingdesktops              1.469      2066        20      2318
scrapmettlegp21              1.469      2066        40      2068
sedstubbie                   1.469      2066        30      2186
thargor                      1.469      2066        45      2015
xuincherguixe                1.469      2066        60      1888
belenar                      1.465      2073        40      2068
christiangrimes              1.465      2073        40      2068
funktor                      1.465      2073        40      2068
hedonnn                      1.465      2073        35      2133
p1v0                         1.465      2073        75      1777
rexozord2                    1.465      2073        55      1934
soark                        1.465      2073        65      1846
worthleast                   1.465      2073        40      2068
0x5f3759df                   1.365      2081        20      2318
agran                        1.365      2081        40      2068
aksej                        1.365      2081        50      1972
alarion00                    1.365      2081        25      2256
albrechtwm                   1.365      2081        15      2390
alexvimo2000                 1.365      2081        15      2390
alte                         1.365      2081        30      2186
alyukfire                    1.365      2081        40      2068
amalenczak                   1.365      2081        10      2467
amnesiac                     1.365      2081        45      2015
anarkari                     1.365      2081       110      1605
anna                         1.365      2081        25      2256
anomandaris                  1.365      2081        75      1777
aquilifer                    1.365      2081        20      2318
arnash1                      1.365      2081        45      2015
atb                          1.365      2081       140      1459
ayumu                        1.365      2081        75      1777
balalaika                    1.365      2081        35      2133
bardiestofharps              1.365      2081        15      2390
bearlyready                  1.365      2081        30      2186
bitslayer                    1.365      2081         5      2599
blazefirestorm               1.365      2081        15      2390
bluebird                     1.365      2081        55      1934
boberling                    1.365      2081        30      2186
bodigarde                    1.365      2081        35      2133
britisholi                   1.365      2081        90      1696
burt                         1.365      2081        30      2186
cappuchettey                 1.365      2081        30      2186
cardeni                      1.365      2081        25      2256
carlyraejenkem               1.365      2081        55      1934
ccanari                      1.365      2081        40      2068
celina                       1.365      2081        40      2068
ceth                         1.365      2081        25      2256
championhyena                1.365      2081        45      2015
chan7775                     1.365      2081        45      2015
chjornaq                     1.365      2081        40      2068
cirnu                        1.365      2081        60      1888
cjo                          1.365      2081        55      1934
clancy                       1.365      2081        45      2015
cookiecutter                 1.365      2081        65      1846
copy                         1.365      2081         5      2599
dbisdorf                     1.365      2081        50      1972
deepelfberseker              1.365      2081        40      2068
diablosword                  1.365      2081        30      2186
dolzuk1234                   1.365      2081        15      2390
doot                         1.365      2081        50      1972
drcrypt                      1.365      2081        40      2068
drwolfram                    1.365      2081        40      2068
dwoobler                     1.365      2081        25      2256
dyss                         1.365      2081        10      2467
eibelandr                    1.365      2081        70      1817
ektor                        1.365      2081        55      1934
elenore                      1.365      2081        40      2068
elevatorfarts                1.365      2081        20      2318
enderguyx                    1.365      2081        45      2015
fallonphoenix                1.365      2081        45      2015
fallout330                   1.365      2081        30      2186
fearthekraken                1.365      2081        20      2318
fennario                     1.365      2081        10      2467
floodkiller                  1.365      2081        45      2015
flopdemafkees                1.365      2081        30      2186
fokilw                       1.365      2081        10      2467
foobie                       1.365      2081        45      2015
fordwin                      1.365      2081        40      2068
forgotmyname                 1.365      2081        20      2318
frappeman                    1.365      2081        20      2318
gate88                       1.365      2081       110      1605
geeseburger                  1.365      2081        30      2186
ghostbasedkillah             1.365      2081        35      2133
goatbear                     1.365      2081        55      1934
gowby                        1.365      2081        40      2068
greenaxiom                   1.365      2081        50      1972
gremour                      1.365      2081        20      2318
hauss                        1.365      2081        10      2467
hobogoblin                   1.365      2081        30      2186
hrumpf                       1.365      2081        15      2390
icyhotk                      1.365      2081        10      2467
ieatyobabies                 1.365      2081        35      2133
igxfl                        1.365      2081        20      2318
ilappy666                    1.365      2081        10      2467
incorner                     1.365      2081        35      2133
indirectcogs                 1.365      2081         5      2599
infinitebenevolence          1.365      2081        15      2390
infrared                     1.365      2081        25      2256
jcbcroft                     1.365      2081        20      2318
jermman                      1.365      2081        20      2318
joeltco                      1.365      2081        65      1846
jorbantar                    1.365      2081        55      1934
jpmcintyre                   1.365      2081        25      2256
jzburles1                    1.365      2081        30      2186
kinenseiburu                 1.365      2081        65      1846
kml1283                      1.365      2081        45      2015
knaveightt                   1.365      2081        45      2015
ktzalt                       1.365      2081        85      1728
lann                         1.365      2081         5      2599
ldierk                       1.365      2081        45      2015
lemon                        1.365      2081        40      2068
lemonizer                    1.365      2081        50      1972
lewolf                       1.365      2081        50      1972
lockbane                     1.365      2081        45      2015
logicninja                   1.365      2081        40      2068
lordporkins                  1.365      2081        40      2068
lousyjoe                     1.365      2081        45      2015
lunashlin                    1.365      2081        20      2318
maff                         1.365      2081        60      1888
marrkus                      1.365      2081        35      2133
mattcwood                    1.365      2081        15      2390
melissanoelle                1.365      2081        85      1728
meriano                      1.365      2081        55      1934
mikelcarpenter               1.365      2081        50      1972
millea                       1.365      2081        10      2467
misha                        1.365      2081        20      2318
mistrai                      1.365      2081        20      2318
mnemonic                     1.365      2081        45      2015
moomoomoomoomoomoo           1.365      2081        25      2256
mrsguy                       1.365      2081        60      1888
mudfish                      1.365      2081        20      2318
mykal                        1.365      2081        35      2133
napkin                       1.365      2081         5      2599
neckro23                     1.365      2081        30      2186
nero27                       1.365      2081        75      1777
nivada                       1.365      2081        40      2068
nix                          1.365      2081        35      2133
oceanbard                    1.365      2081        20      2318
opunya                       1.365      2081        15      2390
petal                        1.365      2081        60      1888
petedacat                    1.365      2081        40      2068
phillymost                   1.365      2081        45      2015
pierduck                     1.365      2081        25      2256
pinata                       1.365      2081        30      2186
pipsimox                     1.365      2081        40      2068
pisslord                     1.365      2081        30      2186
pitifulslime                 1.365      2081        35      2133
planetsmashr                 1.365      2081        20      2318
potaton                      1.365      2081        30      2186
pract                        1.365      2081        10      2467
prism6691                    1.365      2081        40      2068
prospero                     1.365      2081        30      2186
psch                         1.365      2081        10      2467
psymar                       1.365      2081        75      1777
puissantveil                 1.365      2081        10      2467
query42                      1.365      2081        40      2068
quolop                       1.365      2081        50      1972
quoriil                      1.365      2081        45      2015
r007833r                     1.365      2081        30      2186
raptoricus                   1.365      2081        35      2133
raquo                        1.365      2081        65      1846
reaper779                    1.365      2081        10      2467
redcow542                    1.365      2081        10      2467
rlgrobin                     1.365      2081        25      2256
rotorooter                   1.365      2081        10      2467
rvm                          1.365      2081        50      1972
ryanzeiser                   1.365      2081         5      2599
saintjimmy                   1.365      2081         5      2599
scrree                       1.365      2081        30      2186
secretgreen                  1.365      2081        20      2318
shansongy                    1.365      2081        65      1846
shargos                      1.365      2081        15      2390
shigimatsu                   1.365      2081        60      1888
shutra                       1.365      2081        30      2186
sibleyirresistible           1.365      2081        65      1846
sirkrieger                   1.365      2081        15      2390
skeral                       1.365      2081        65      1846
smintleskinks                1.365      2081        30      2186
smirk                        1.365      2081        10      2467
spaceship                    1.365      2081        10      2467
spartanllama                 1.365      2081        30      2186
spear                        1.365      2081        30      2186
spruceloops                  1.365      2081        20      2318
spypoet                      1.365      2081        30      2186
starbutterfly                1.365      2081        60      1888
steelsafe                    1.365      2081        20      2318
stephaniesnake               1.365      2081        15      2390
stoats                       1.365      2081        25      2256
tassatir                     1.365      2081        55      1934
teosp                        1.365      2081        40      2068
ternson                      1.365      2081         5      2599
teryn                        1.365      2081        30      2186
tgromm                       1.365      2081        20      2318
theanchor75                  1.365      2081        60      1888
theodb                       1.365      2081        35      2133
theresatroll                 1.365      2081        25      2256
theslyblade                  1.365      2081        10      2467
theyli                       1.365      2081        90      1696
times                        1.365      2081        10      2467
timidly                      1.365      2081        60      1888
turbine                      1.365      2081        30      2186
ulamog                       1.365      2081        20      2318
urthmover                    1.365      2081        10      2467
ustrease                     1.365      2081        45      2015
venerence                    1.365      2081        10      2467
vifid                        1.365      2081        40      2068
viilla                       1.365      2081        25      2256
wanderingloner               1.365      2081        35      2133
welpkrieg                    1.365      2081        90      1696
wings                        1.365      2081        45      2015
woodrow                      1.365      2081        60      1888
wriath                       1.365      2081        15      2390
xenofex                      1.365      2081        75      1777
xian                         1.365      2081        30      2186
zados                        1.365      2081        45      2015
zephron28                    1.365      2081        20      2318
zilant                       1.365      2081        30      2186
